camera_id,timestamp,bbox,confidence
CAM_01,2026-06-03 14:58:01,"(879, 203, 966, 257)",0.7438535690307617
CAM_01,2026-06-03 14:58:01,"(880, 204, 966, 258)",0.7213900685310364
CAM_01,2026-06-03 14:58:01,"(880, 204, 966, 258)",0.7324937582015991
CAM_01,2026-06-03 14:58:01,"(880, 204, 966, 258)",0.740818977355957
CAM_01,2026-06-03 14:58:01,"(880, 204, 966, 258)",0.7411912083625793
CAM_01,2026-06-03 14:58:02,"(880, 204, 966, 258)",0.7372849583625793
CAM_01,2026-06-03 14:58:02,"(880, 204, 966, 258)",0.7389838695526123
CAM_01,2026-06-03 14:58:02,"(880, 204, 966, 258)",0.7405108213424683
CAM_01,2026-06-03 14:58:02,"(880, 204, 966, 258)",0.7394604682922363
CAM_01,2026-06-03 14:58:02,"(880, 204, 966, 258)",0.7129839062690735
CAM_01,2026-06-03 14:58:03,"(880, 204, 966, 258)",0.7134416103363037
CAM_01,2026-06-03 14:58:03,"(880, 203, 966, 257)",0.6478487253189087
CAM_01,2026-06-03 14:58:03,"(880, 203, 966, 257)",0.6429337859153748
CAM_01,2026-06-03 14:58:03,"(880, 203, 966, 257)",0.6371172666549683
CAM_01,2026-06-03 14:58:04,"(880, 203, 966, 257)",0.6455914378166199
CAM_01,2026-06-03 14:58:04,"(880, 203, 966, 257)",0.6457805633544922
CAM_01,2026-06-03 14:58:04,"(880, 203, 966, 257)",0.6399484276771545
CAM_01,2026-06-03 14:58:04,"(880, 203, 966, 257)",0.6303540468215942
CAM_01,2026-06-03 14:58:04,"(880, 203, 966, 257)",0.6357778310775757
CAM_01,2026-06-03 14:58:05,"(880, 203, 966, 257)",0.6446033120155334
CAM_01,2026-06-03 14:58:05,"(880, 203, 966, 257)",0.6453506946563721
CAM_01,2026-06-03 14:58:05,"(879, 203, 966, 258)",0.7155590653419495
CAM_01,2026-06-03 14:58:05,"(879, 204, 966, 258)",0.7203783392906189
